temp,pressure,energy-Structure-1,energy-Structure-2,energy-Structure-0,stable_struct_class
0.0,0,10.0,0.007257064249998418,10.0,2
0.0,1,10.0,10.0,10.0,1
0.0,2,10.0,10.0,10.0,1
0.0,3,10.0,10.0,10.0,1
0.0,4,10.0,10.0,10.0,1
0.0,5,10.0,10.0,10.0,1
0.0,6,10.0,10.0,10.0,1
0.0,7,10.0,10.0,10.0,1
0.0,8,10.0,10.0,10.0,1
0.0,9,10.0,10.0,10.0,1
0.0,10,10.0,10.0,10.0,1
0.0,11,10.0,10.0,10.0,1
0.0,12,10.0,10.0,10.0,1
0.0,13,10.0,10.0,10.0,1
0.0,14,10.0,10.0,10.0,1
0.0,15,10.0,10.0,10.0,1
0.0,16,10.0,10.0,10.0,1
0.0,17,10.0,10.0,10.0,1
0.0,18,10.0,10.0,10.0,1
0.0,19,10.0,10.0,10.0,1
0.0,20,10.0,10.0,10.0,1
0.0,21,0.005635587266487857,10.0,10.0,1
0.0,22,0.01731591783120759,10.0,10.0,1
0.0,23,0.02872953088564159,10.0,10.0,1
0.0,24,0.03988579459871758,10.0,10.0,1
0.0,25,0.050793880375006456,10.0,10.0,1
0.0,26,0.06146276285473476,10.0,10.0,1
0.0,27,0.07190121991377132,10.0,10.0,1
0.0,28,0.08211783266363973,10.0,10.0,1
0.0,29,0.09212098545151207,10.0,10.0,1
0.0,30,0.10191886586020629,10.0,10.0,1
0.0,31,0.11151946470819599,10.0,10.0,1
0.0,32,0.12093057604959703,10.0,10.0,1
0.0,33,0.13015979717417916,10.0,10.0,1
0.0,34,0.13921452860736064,10.0,10.0,1
0.0,35,0.14810197411020645,10.0,10.0,1
0.0,36,0.15682914067943368,10.0,10.0,1
0.0,37,0.16540283854740792,10.0,10.0,1
0.0,38,0.17382968118214417,10.0,10.0,1
0.0,39,0.18211608528730508,10.0,10.0,1
0.0,40,0.19026827080220624,10.0,10.0,1
0.0,41,0.19829226090180732,10.0,10.0,1
0.0,42,0.20619388199672187,10.0,10.0,1
0.0,43,0.2139787637332128,10.0,10.0,1
0.0,44,0.2216523389931863,10.0,10.0,1
0.0,45,0.22921984389420494,10.0,10.0,1
0.0,46,0.23668631778947727,10.0,10.0,1
