temp,pressure,energy-Structure-1,energy-Structure-2,energy-Structure-0,stable_struct_class
0.0,0,10.0,0.14725706424999843,0.13994494462500343,0
0.0,1,10.0,0.12765399813194514,0.120151029657547,0
0.0,2,10.0,0.108558313474187,0.10086601631281368,0
0.0,3,10.0,0.08995652738721517,0.08207640437051246,0
0.0,4,10.0,0.07183535363935746,0.06376889037470469,0
0.0,5,10.0,0.05418170265679435,0.04593036763379878,0
0.0,6,10.0,0.0369826815235519,0.028547926220562587,0
0.0,7,10.0,0.020225593981492835,0.011608852972102141,0
0.0,8,10.0,0.003897940430336106,10.0,2
0.0,9,10.0,10.0,10.0,1
0.0,10,10.0,10.0,10.0,1
0.0,11,0.01196113487939911,10.0,10.0,1
0.0,12,0.02686717799499185,10.0,10.0,1
0.0,13,0.041401999871760534,10.0,10.0,1
0.0,14,0.05557693632213791,10.0,10.0,1
0.0,15,0.06940312639420611,10.0,10.0,1
0.0,16,0.08289151237169669,10.0,10.0,1
0.0,17,0.09605283977398883,10.0,10.0,1
0.0,18,0.10889765735610936,10.0,10.0,1
0.0,19,0.12143631710873982,10.0,10.0,1
0.0,20,0.13367897425820766,10.0,10.0,1
0.0,21,0.14563558726648787,10.0,10.0,1
0.0,22,0.1573159178312076,10.0,10.0,1
0.0,23,0.1687295308856416,10.0,10.0,1
0.0,24,0.1798857945987176,10.0,10.0,1
0.0,25,0.19079388037500647,10.0,10.0,1
0.0,26,0.20146276285473477,10.0,10.0,1
0.0,27,0.21190121991377134,10.0,10.0,1
0.0,28,0.22211783266363974,10.0,10.0,1
0.0,29,0.23212098545151208,10.0,10.0,1
0.0,30,0.2419188658602063,10.0,10.0,1
0.0,31,0.25151946470819597,10.0,10.0,1
0.0,32,0.260930576049597,10.0,10.0,1
0.0,33,0.27015979717417915,10.0,10.0,1
0.0,34,0.2792145286073606,10.0,10.0,1
0.0,35,0.28810197411020644,10.0,10.0,1
0.0,36,0.29682914067943367,10.0,10.0,1
0.0,37,0.3054028385474079,10.0,10.0,1
0.0,38,0.31382968118214416,10.0,10.0,1
0.0,39,0.32211608528730507,10.0,10.0,1
0.0,40,0.3302682708022062,10.0,10.0,1
0.0,41,0.3382922609018073,10.0,10.0,1
0.0,42,0.34619388199672185,10.0,10.0,1
0.0,43,0.3539787637332128,10.0,10.0,1
0.0,44,0.3616523389931863,10.0,10.0,1
0.0,45,0.3692198438942049,10.0,10.0,1
0.0,46,0.37668631778947725,10.0,10.0,1
0.0,47,0.3840566032678612,10.0,10.0,1
0.0,48,0.391335346153864,10.0,10.0,1
0.0,49,0.39852699550764337,10.0,10.0,1
0.0,50,0.4056358036250045,10.0,10.0,1
0.0,51,0.4126658260374021,10.0,10.0,1
0.0,52,0.41962092151194375,10.0,10.0,1
0.0,53,0.4265047520513803,10.0,10.0,1
0.0,54,0.43332078289411546,10.0,10.0,1
0.0,55,0.4400722825142034,10.0,10.0,1
0.0,56,0.44676232262134397,10.0,10.0,1
0.0,57,0.4533937781608892,10.0,10.0,1
0.0,58,0.45996932731383966,10.0,10.0,1
0.0,59,0.4664914514968461,10.0,10.0,1
0.0,60,0.4729624353622026,10.0,10.0,1
0.0,61,0.47938436679786145,10.0,10.0,1
0.0,62,0.4857591369274208,10.0,10.0,1
0.0,63,0.49208844011012554,10.0,10.0,1
0.0,64,0.4983737739408709,10.0,10.0,1
0.0,65,0.5046164392502015,10.0,10.0,1
0.0,66,0.5108175401043158,10.0,10.0,1
0.0,67,0.5169779838050554,10.0,10.0,1
0.0,68,0.5230984808899124,10.0,10.0,1
0.0,69,0.5291795451320316,10.0,10.0,1
0.0,70,0.535221493540202,10.0,10.0,1
0.0,71,0.5412244463588656,10.0,10.0,1
0.0,72,0.5471883270681146,10.0,10.0,1
0.0,73,0.5531128623836854,10.0,10.0,1
0.0,74,0.5589975822569682,10.0,10.0,1
0.0,75,0.5648418198750025,10.0,10.0,1
0.0,76,0.570644711660472,10.0,10.0,1
0.0,77,0.576405197271717,10.0,10.0,1
0.0,78,0.5821220196027208,10.0,10.0,1
0.0,79,0.5877937247831215,10.0,10.0,1
0.0,80,0.5934186621782014,10.0,10.0,1
0.0,81,0.5989949843888938,10.0,10.0,1
0.0,82,0.6045206472517832,10.0,10.0,1
0.0,83,0.609993409839102,10.0,10.0,1
0.0,84,0.6154108344587299,10.0,10.0,1
0.0,85,0.6207702866541989,10.0,10.0,1
0.0,86,0.6260689352046929,10.0,10.0,1
0.0,87,0.6313037521250346,10.0,10.0,1
0.0,88,0.6364715126657052,10.0,10.0,1
0.0,89,0.641568795312836,5.2816748352241955e-05,10.0,2
0.0,90,0.6465919817881995,0.00016414326499837942,10.0,2
0.0,91,0.651537257049227,0.00027507498249736487,10.0,2
0.0,92,0.6564006092889882,0.0003856197526244283,10.0,2
0.0,93,0.6611778299362139,0.0004957853206559899,10.0,2
0.0,94,0.6658645136552752,0.0006055793253607784,10.0,2
0.0,95,0.6704560583461991,0.0007150092989998309,10.0,2
0.0,96,0.6749476651446549,0.0008240826673300457,10.0,2
0.0,97,0.6793343384219663,0.0009328067496006294,10.0,2
0.0,98,0.6836108857851051,0.0010411887585610909,10.0,2
0.0,99,0.6877719180766921,0.0011492358004496946,10.0,2
0.0,100,0.6918118493749978,0.001256954874999678,10.0,2
10.0,0,10.0,0.14725708999999435,0.13994497074999182,0
10.0,1,10.0,0.12765402385946303,0.12015105572960706,0
10.0,2,10.0,0.10855833917928372,0.10086604233595288,0
10.0,3,10.0,0.08995655306996887,0.08207643034855529,0
10.0,4,10.0,0.07183537929987473,0.0637689163112909,0
10.0,5,10.0,0.054181728295197754,0.04593039353239582,0
10.0,6,10.0,0.03698270713998532,0.028547952084454948,0
10.0,7,10.0,0.020225619576121474,0.011608878804409101,0
10.0,8,10.0,0.0038979660033447057,10.0,2
10.0,9,10.0,10.0,10.0,1
10.0,10,10.0,10.0,10.0,1
10.0,11,0.011961109145546728,10.0,10.0,1
10.0,12,0.02686715227956384,10.0,10.0,1
10.0,13,0.04140197417258974,10.0,10.0,1
10.0,14,0.05557691063719396,10.0,10.0,1
10.0,15,0.06940310072160073,10.0,10.0,1
10.0,16,0.08289148670967662,10.0,10.0,1
10.0,17,0.09605281412093404,10.0,10.0,1
10.0,18,0.10889763171052948,10.0,10.0,1
10.0,19,0.12143629146926883,10.0,10.0,1
10.0,20,0.13367894862360033,10.0,10.0,1
10.0,21,0.14563556163561445,10.0,10.0,1
10.0,22,0.1573158922030529,10.0,10.0,1
