temp,pressure,energy-Structure-1,energy-Structure-2,energy-Structure-0,stable_struct_class
0.0,0,10.0,0.007257064250000195,10.0,2
10.0,0,10.0,0.007257089999999661,10.0,2
20.0,0,10.0,0.007257580250000256,10.0,2
30.0,0,10.0,0.007259607250000993,10.0,2
40.0,0,10.0,0.007264405000000945,10.0,2
50.0,0,10.0,0.007273174750000916,10.0,2
60.0,0,10.0,0.007287065000000009,10.0,2
70.0,0,10.0,0.007307181250000877,10.0,2
80.0,0,10.0,0.007334584499998936,2.5501499998054067e-05,0
90.0,0,10.0,0.007370274999999676,6.301749999884643e-05,0
100.0,0,10.0,0.007415169249998993,0.00011044487499858868,0
110.0,0,10.0,0.0074700782500000396,0.00016874174999884084,0
120.0,0,10.0,0.007535692499999552,0.0002387468749988353,0
130.0,0,10.0,0.007612572750000407,0.00032116637500059775,0
140.0,0,10.0,0.007701148500000837,0.0004165696249992801,0
150.0,0,10.0,0.007801719750000796,0.0005253882499990647,0
160.0,0,10.0,0.007914463500000718,0.000647922374998583,0
170.0,0,10.0,0.008039439750000238,0.0007843462499989295,0
180.0,0,10.0,0.008176603500000962,0.000934719624998831,0
190.0,0,10.0,0.008325814250000146,0.0010989976249985711,0
200.0,0,10.0,0.008486849000000657,0.0012770441249988773,0
210.0,0,10.0,0.00865941300000031,0.0014686421249995585,0
220.0,0,10.0,0.008843152250000014,0.0016735073749993001,0
230.0,0,10.0,0.009037667000001331,0.0018912994999988053,0
240.0,0,10.0,0.009242519750000039,0.0021216326250003414,0
250.0,0,10.0,0.00945724724999955,0.0023640863749979923,0
260.0,0,10.0,0.009681369999999273,0.0026182143749979014,0
270.0,0,10.0,0.00991439875000047,0.002883553499998609,0
280.0,0,10.0,0.010155841999999776,0.0031596289999990257,0
290.0,0,10.0,0.010405212499998623,0.003445963374998723,0
300.0,0,10.0,0.010662030500000835,0.0037420792499995026,0
310.0,0,10.0,0.010925829000001525,0.004047504750000069,0
320.0,0,10.0,0.011196156249999728,0.00436177712499855,0
330.0,0,10.0,0.011472576750000268,0.004684444874998445,0
340.0,0,10.0,0.011754675499999007,0.005015070749998213,0
350.0,0,10.0,0.012042056749999613,0.0053532327499984655,0
360.0,0,10.0,0.012334344750000309,0.005698524749998907,0
370.0,0,10.0,0.012631185500000225,0.006050559124998994,0
380.0,0,10.0,0.012932245000000148,0.006408964499998643,0
390.0,0,10.0,0.013237209999999916,0.006773388499999339,0
400.0,0,10.0,0.013545786500000073,0.007143495374999059,0
410.0,0,10.0,0.013857700250000132,0.007518967999999543,0
420.0,0,10.0,0.014172695250000228,0.007899505499999432,0
430.0,0,10.0,0.014490532250000993,0.008284823499998734,0
440.0,0,10.0,0.014810989750000086,0.008674653999998366,0
450.0,0,10.0,0.015133861500000872,0.009068743874998259,0
460.0,0,10.0,0.015458956249999073,0.0094668556249983,0
470.0,0,10.0,0.015786096000001276,0.009868764249999412,0
480.0,0,10.0,0.016115117249999283,0.010274259624997978,0
490.0,0,10.0,0.016445866999999975,0.010683142749998847,0
500.0,0,10.0,0.01677820499999974,0.011095227499998611,0
510.0,0,10.0,0.017112000750000217,0.011510338624999644,0
520.0,0,10.0,0.01744713449999949,0.011928311749999448,0
530.0,0,10.0,0.0177834949999999,0.012348991999998088,0
540.0,0,10.0,0.01812097925000003,0.01277223412500042,0
550.0,0,10.0,0.018459493500000118,0.01319790199999829,0
560.0,0,10.0,0.018798949249999947,0.013625867000000152,0
570.0,0,10.0,0.01913926625000087,0.014056008750000043,0
580.0,0,10.0,0.01948037074999945,0.014488214499998403,0
590.0,0,10.0,0.0198221935000015,0.014922377374999268,0
600.0,0,10.0,0.020164671500001813,0.01535839774999928,0
610.0,0,10.0,0.020507746249999098,0.01579618124999818,0
620.0,0,10.0,0.02085136399999868,0.016235639499997984,0
630.0,0,10.0,0.02119547550000092,0.01667668937499847,0
640.0,0,10.0,0.0215400342500002,0.017119252124999346,0
650.0,0,10.0,0.021884998999999322,0.017563254499998987,0
660.0,0,10.0,0.022230330500001255,0.018008626500000485,0
670.0,0,10.0,0.02257599324999951,0.018455303249998917,0
680.0,0,10.0,0.022921953250000154,0.01890322199999886,0
690.0,0,10.0,0.023268181749999922,0.019352325500000017,0
700.0,0,10.0,0.023614649499999057,0.019802558249999574,0
710.0,0,10.0,0.023961330999999003,0.02025386849999769,0
720.0,0,10.0,0.02430820250000046,0.020706207124998738,0
730.0,0,10.0,0.024655242500001645,0.021159528000000233,0
740.0,0,10.0,0.025002430000000825,0.02161378724999899,0
750.0,0,10.0,0.025349747500000103,0.022068943875000496,0
760.0,0,10.0,0.025697177250000675,0.022524958249999255,0
770.0,0,10.0,0.026044703750001258,0.02298179362500022,0
780.0,0,10.0,0.026392312500000653,0.02343941500000049,0
790.0,0,10.0,0.02673998999999952,0.023897788874999076,0
800.0,0,10.0,0.027087724500001326,0.024356883874999152,0
810.0,0,10.0,0.02743550399999975,0.024816669999998237,0
820.0,0,10.0,0.027783319250000243,0.02527711924999934,0
830.0,0,10.0,0.028131159750000162,0.025738204374999324,0
840.0,0,10.0,0.028479017499998843,0.026199899999998305,0
850.0,0,10.0,0.028826884000000913,0.02666218175000004,0
860.0,0,10.0,0.029174752250000463,0.027125026874999986,0
870.0,0,10.0,0.029522615750000508,0.027588413249999416,0
880.0,0,10.0,0.02987046800000051,0.028052320249999735,0
890.0,0,10.0,0.030218303500000016,0.0285167274999997,0
900.0,0,10.0,0.030566117500001294,0.028981616750000466,0
910.0,0,10.0,0.03091390474999947,0.029446969374998272,0
