temp,pressure,energy-Structure-1,energy-Structure-2,energy-Structure-0,e_min,stable_struct
430.0,25,-7.85074565175,-8.04264298275,-8.053202402375002,-8.053202402375002,Structure-0
440.0,25,-7.8516711605,-8.04324811725,-8.053738165125,-8.053738165125,Structure-0
450.0,25,-7.852626245249999,-8.0438804135,-8.054299244125001,-8.054299244125001,Structure-0
460.0,25,-7.853610842249999,-8.0445399995,-8.0548858145,-8.0548858145,Structure-0
470.0,25,-7.854624878499999,-8.045226979499999,-8.055498026875,-8.055498026875,Structure-0
480.0,25,-7.855668270499999,-8.045941434749999,-8.056136009125002,-8.056136009125002,Structure-0
490.0,25,-7.85674092675,-8.046683425249999,-8.0567998675,-8.0567998675,Structure-0
500.0,25,-7.857842746749999,-8.0474529915,-8.057489688250001,-8.057489688250001,Structure-0
510.0,25,-7.858973622749999,-8.048250156,-8.05820553875,-8.05820553875,Structure-0
520.0,25,-7.860133439499999,-8.04907492375,-8.058947468375,-8.058947468375,Structure-0
530.0,25,-7.861322075749999,-8.04992728425,-8.0597155105,-8.0597155105,Structure-0
540.0,25,-7.86253940375,-8.050807212999999,-8.060509682625002,-8.060509682625002,Structure-0
550.0,25,-7.863785290999999,-8.051714671,-8.061329988375,-8.061329988375,Structure-0
560.0,25,-7.865059598749999,-8.052649608249999,-8.062176417625,-8.062176417625,Structure-0
570.0,25,-7.866362184999999,-8.053611962249999,-8.0630489485,-8.0630489485,Structure-0
580.0,25,-7.867692902499999,-8.054601660749999,-8.063947547000001,-8.063947547000001,Structure-0
590.0,25,-7.869051600749999,-8.05561862175,-8.06487216925,-8.06487216925,Structure-0
600.0,25,-7.870438125749999,-8.0566627545,-8.065822761000002,-8.065822761000002,Structure-0
610.0,25,-7.871852320499999,-8.05773396025,-8.06679925925,-8.06679925925,Structure-0
620.0,25,-7.873294025249999,-8.058832133,-8.067801592875,-8.067801592875,Structure-0
630.0,25,-7.874763077749999,-8.05995716,-8.068829682875,-8.068829682875,Structure-0
640.0,25,-7.876259313749999,-8.06110892275,-8.069883443125,-8.069883443125,Structure-0
650.0,25,-7.87778256675,-8.0622872975,-8.070962781375,-8.070962781375,Structure-0
660.0,25,-7.879332669499999,-8.06349215475,-8.0720675995,-8.0720675995,Structure-0
670.0,25,-7.880909452499999,-8.064723361499999,-8.073197793625,-8.073197793625,Structure-0
680.0,25,-7.8825127455,-8.065980780499999,-8.0743532555,-8.0743532555,Structure-0
690.0,25,-7.884142377749999,-8.06726427075,-8.075533872000001,-8.075533872000001,Structure-0
700.0,25,-7.885798176999999,-8.06857368875,-8.076739526375,-8.076739526375,Structure-0
710.0,25,-7.887479970999999,-8.069908887499999,-8.077970098000002,-8.077970098000002,Structure-0
720.0,25,-7.889187586749999,-8.0712697185,-8.079225463250001,-8.079225463250001,Structure-0
730.0,25,-7.890920851749999,-8.07265603,-8.080505495125001,-8.080505495125001,Structure-0
740.0,25,-7.892679592249999,-8.0740676695,-8.0818100645,-8.0818100645,Structure-0
750.0,25,-7.894463635999999,-8.0755044825,-8.083139039875,-8.083139039875,Structure-0
760.0,25,-7.896272809749999,-8.076966313249999,-8.08449228725,-8.08449228725,Structure-0
770.0,25,-7.898106940999999,-8.078453005,-8.085869671500001,-8.085869671500001,Structure-0
780.0,25,-7.899965857999999,-8.0799644,-8.0872710555,-8.0872710555,Structure-0
790.0,25,-7.901849389,-8.0815003405,-8.088696301,-8.088696301,Structure-0
800.0,25,-7.903757362999999,-8.083060667249999,-8.090145268625001,-8.090145268625001,Structure-0
810.0,25,-7.90568961,-8.084645221499999,-8.091617817875001,-8.091617817875001,Structure-0
820.0,25,-7.907645960499999,-8.086253844,-8.09311380775,-8.09311380775,Structure-0
830.0,25,-7.909626245749999,-8.08788637575,-8.0946330965,-8.0946330965,Structure-0
840.0,25,-7.911630298249999,-8.08954265775,-8.096175541875,-8.096175541875,Structure-0
850.0,25,-7.913657951249999,-8.091222531249999,-8.097741001500001,-8.097741001500001,Structure-0
860.0,25,-7.915709038999999,-8.09292583775,-8.09932933275,-8.09932933275,Structure-0
870.0,25,-7.917783396499999,-8.09465241925,-8.100940392750001,-8.100940392750001,Structure-0
880.0,25,-7.919880860749999,-8.096402118499999,-8.102574038875002,-8.102574038875002,Structure-0
890.0,25,-7.922001269249999,-8.09817477875,-8.10423012875,-8.10423012875,Structure-0
900.0,25,-7.924144460499999,-8.0999702435,-8.105908519875001,-8.105908519875001,Structure-0
910.0,25,-7.926310275,-8.101788357999999,-8.107609070375,-8.107609070375,Structure-0
920.0,25,-7.928498553499999,-8.103628967499999,-8.109331638625001,-8.109331638625001,Structure-0
930.0,25,-7.930709138999999,-8.1054919185,-8.1110760835,-8.1110760835,Structure-0
940.0,25,-7.932941875249999,-8.10737705825,-8.112842264500001,-8.112842264500001,Structure-0
950.0,25,-7.935196607249999,-8.109284234999999,-8.114630041625,-8.114630041625,Structure-0
960.0,25,-7.9374731815,-8.1112132985,-8.116439275625,-8.116439275625,Structure-0
970.0,25,-7.939771445999999,-8.11316409875,-8.118269827750002,-8.118269827750002,Structure-0
980.0,25,-7.942091249749999,-8.1151364875,-8.12012156025,-8.12012156025,Structure-0
990.0,25,-7.944432443499999,-8.11713031725,-8.121994336125,-8.121994336125,Structure-0
1000.0,25,-7.94679487925,-8.119145441999999,-8.123888019,-8.123888019,Structure-0
