temp,pressure,energy-Structure-1,energy-Structure-2,energy-Structure-0,e_min,stable_struct
350.0,50,-6.80869457775,-7.21423948575,-7.22892370925,-7.22892370925,Structure-0
360.0,50,-6.809382736,-7.214635419499999,-7.229266639,-7.229266639,Structure-0
370.0,50,-6.810100502,-7.215056409,-7.22963243525,-7.22963243525,Structure-0
380.0,50,-6.8108479275,-7.21550283925,-7.23002151975,-7.23002151975,Structure-0
390.0,50,-6.811625045,-7.21597505675,-7.230434278250001,-7.230434278250001,Structure-0
400.0,50,-6.81243187125,-7.21647337125,-7.230871062375,-7.230871062375,Structure-0
410.0,50,-6.813268406750001,-7.21699805825,-7.231332190625,-7.231332190625,Structure-0
420.0,50,-6.8141346377500005,-7.21754935975,-7.23181794975,-7.23181794975,Structure-0
430.0,50,-6.81503053675,-7.218127487,-7.23232859625,-7.23232859625,Structure-0
440.0,50,-6.815956063250001,-7.21873262175,-7.232864358375,-7.232864358375,Structure-0
450.0,50,-6.816911165750001,-7.21936491825,-7.23342543675,-7.23342543675,Structure-0
460.0,50,-6.817895780750001,-7.22002450475,-7.234012006375,-7.234012006375,Structure-0
470.0,50,-6.81890983475,-7.220711485,-7.234624218,-7.234624218,Structure-0
480.0,50,-6.819953244750001,-7.2214259405,-7.235262199375001,-7.235262199375001,Structure-0
490.0,50,-6.821025919,-7.2221679315,-7.235926057125,-7.235926057125,Structure-0
500.0,50,-6.8221277570000005,-7.22293749825,-7.236615877125001,-7.236615877125001,Structure-0
510.0,50,-6.823258651000001,-7.223734663,-7.237331726875,-7.237331726875,Structure-0
520.0,50,-6.82441848575,-7.224559431,-7.23807365575,-7.23807365575,Structure-0
530.0,50,-6.825607140250001,-7.225411792,-7.238841697,-7.238841697,Structure-0
540.0,50,-6.8268244865000005,-7.22629172075,-7.239635868375,-7.239635868375,Structure-0
550.0,50,-6.828070391500001,-7.227199179499999,-7.24045617325,-7.24045617325,Structure-0
560.0,50,-6.829344717750001,-7.228134117,-7.241302601875001,-7.241302601875001,Structure-0
570.0,50,-6.830647322,-7.22909647125,-7.242175131875,-7.242175131875,Structure-0
580.0,50,-6.831978057750001,-7.23008617025,-7.243073729625,-7.243073729625,Structure-0
590.0,50,-6.83333677425,-7.2311031315,-7.243998351,-7.243998351,Structure-0
600.0,50,-6.8347233175,-7.23214726475,-7.244948941875,-7.244948941875,Structure-0
610.0,50,-6.8361375305,-7.23321847075,-7.245925439500001,-7.245925439500001,Structure-0
620.0,50,-6.8375792535,-7.23431664375,-7.24692777225,-7.24692777225,Structure-0
630.0,50,-6.8390483245,-7.235441671,-7.247955861375,-7.247955861375,Structure-0
640.0,50,-6.8405445785,-7.23659343425,-7.249009620875,-7.249009620875,Structure-0
650.0,50,-6.84206785,-7.237771809,-7.25008895825,-7.25008895825,Structure-0
660.0,50,-6.8436179710000005,-7.23897666675,-7.2511937755,-7.2511937755,Structure-0
670.0,50,-6.8451947725,-7.24020787375,-7.25232396875,-7.25232396875,Structure-0
680.0,50,-6.8467980840000005,-7.241465293,-7.25347942975,-7.25347942975,Structure-0
690.0,50,-6.8484277345,-7.24274878375,-7.2546600455,-7.2546600455,Structure-0
700.0,50,-6.85008355225,-7.244058202,-7.255865699,-7.255865699,Structure-0
710.0,50,-6.85176536475,-7.24539340125,-7.257096269875,-7.257096269875,Structure-0
720.0,50,-6.853472999,-7.2467542325,-7.258351634125,-7.258351634125,Structure-0
730.0,50,-6.85520628225,-7.2481405445,-7.259631665250001,-7.259631665250001,Structure-0
740.0,50,-6.8569650415000005,-7.24955218425,-7.26093623375,-7.26093623375,Structure-0
750.0,50,-6.8587491035,-7.250988997499999,-7.262265208125,-7.262265208125,Structure-0
760.0,50,-6.860558295750001,-7.2524508285,-7.26361845475,-7.26361845475,Structure-0
770.0,50,-6.8623924455,-7.25393752075,-7.264995838125,-7.264995838125,Structure-0
780.0,50,-6.864251381000001,-7.255448916,-7.26639722125,-7.26639722125,Structure-0
790.0,50,-6.8661349305,-7.25698485675,-7.267822465875001,-7.267822465875001,Structure-0
800.0,50,-6.86804292325,-7.25854518375,-7.269271432625,-7.269271432625,Structure-0
810.0,50,-6.869975188750001,-7.26012973825,-7.270743981,-7.270743981,Structure-0
820.0,50,-6.87193155775,-7.26173836125,-7.27223997,-7.27223997,Structure-0
830.0,50,-6.87391186175,-7.263370893499999,-7.273759257875,-7.273759257875,Structure-0
840.0,50,-6.87591593275,-7.26502717575,-7.275301702375001,-7.275301702375001,Structure-0
850.0,50,-6.87794360425,-7.2667070495,-7.276867161125001,-7.276867161125001,Structure-0
860.0,50,-6.8799947105,-7.268410356249999,-7.278455491375,-7.278455491375,Structure-0
870.0,50,-6.8820690867500005,-7.270136938,-7.280066550625,-7.280066550625,Structure-0
880.0,50,-6.8841665697500005,-7.27188663775,-7.281700195875,-7.281700195875,Structure-0
890.0,50,-6.88628699675,-7.27365929825,-7.28335628475,-7.28335628475,Structure-0
900.0,50,-6.888430206750001,-7.2754547635,-7.285034675,-7.285034675,Structure-0
910.0,50,-6.89059603975,-7.27727287825,-7.286735224625001,-7.286735224625001,Structure-0
920.0,50,-6.892784337,-7.279113488,-7.288457791875,-7.288457791875,Structure-0
930.0,50,-6.89499494125,-7.28097643925,-7.290202236,-7.290202236,Structure-0
940.0,50,-6.897227696000001,-7.282861579249999,-7.291968416,-7.291968416,Structure-0
950.0,50,-6.89948244675,-7.2847687565,-7.29375619225,-7.29375619225,Structure-0
960.0,50,-6.90175903975,-7.28669782,-7.295565425375,-7.295565425375,Structure-0
970.0,50,-6.90405732275,-7.28864862075,-7.297395976625,-7.297395976625,Structure-0
980.0,50,-6.9063771452500005,-7.29062100975,-7.29924770825,-7.29924770825,Structure-0
990.0,50,-6.908718357750001,-7.29261483975,-7.301120483125,-7.301120483125,Structure-0
1000.0,50,-6.911080812000001,-7.294629964749999,-7.303014165125,-7.303014165125,Structure-0
