temp,pressure,energy-Structure-1,energy-Structure-2,energy-Structure-0,stable_struct_class
0.0,0,10.0,0.02725706424999841,0.019944944625003402,0
0.0,1,10.0,0.007653998131945117,0.00015102965754698605,0
0.0,2,10.0,10.0,10.0,1
0.0,3,10.0,10.0,10.0,1
0.0,4,10.0,10.0,10.0,1
0.0,5,10.0,10.0,10.0,1
0.0,6,10.0,10.0,10.0,1
0.0,7,10.0,10.0,10.0,1
0.0,8,10.0,10.0,10.0,1
0.0,9,10.0,10.0,10.0,1
0.0,10,10.0,10.0,10.0,1
0.0,11,10.0,10.0,10.0,1
0.0,12,10.0,10.0,10.0,1
0.0,13,10.0,10.0,10.0,1
0.0,14,10.0,10.0,10.0,1
0.0,15,10.0,10.0,10.0,1
0.0,16,10.0,10.0,10.0,1
0.0,17,10.0,10.0,10.0,1
0.0,18,10.0,10.0,10.0,1
0.0,19,0.0014363171087398152,10.0,10.0,1
0.0,20,0.013678974258207632,10.0,10.0,1
0.0,21,0.025635587266487847,10.0,10.0,1
0.0,22,0.03731591783120758,10.0,10.0,1
0.0,23,0.04872953088564158,10.0,10.0,1
0.0,24,0.05988579459871757,10.0,10.0,1
0.0,25,0.07079388037500645,10.0,10.0,1
0.0,26,0.08146276285473475,10.0,10.0,1
0.0,27,0.09190121991377131,10.0,10.0,1
0.0,28,0.10211783266363972,10.0,10.0,1
0.0,29,0.11212098545151206,10.0,10.0,1
0.0,30,0.12191886586020628,10.0,10.0,1
0.0,31,0.13151946470819598,10.0,10.0,1
0.0,32,0.14093057604959702,10.0,10.0,1
0.0,33,0.15015979717417915,10.0,10.0,1
0.0,34,0.15921452860736063,10.0,10.0,1
0.0,35,0.16810197411020644,10.0,10.0,1
0.0,36,0.17682914067943367,10.0,10.0,1
0.0,37,0.1854028385474079,10.0,10.0,1
0.0,38,0.19382968118214416,10.0,10.0,1
0.0,39,0.20211608528730507,10.0,10.0,1
0.0,40,0.21026827080220623,10.0,10.0,1
0.0,41,0.2182922609018073,10.0,10.0,1
0.0,42,0.22619388199672186,10.0,10.0,1
0.0,43,0.2339787637332128,10.0,10.0,1
0.0,44,0.24165233899318628,10.0,10.0,1
0.0,45,0.24921984389420493,10.0,10.0,1
0.0,46,0.25668631778947726,10.0,10.0,1
0.0,47,0.2640566032678612,10.0,10.0,1
0.0,48,0.271335346153864,10.0,10.0,1
0.0,49,0.27852699550764337,10.0,10.0,1
0.0,50,0.2856358036250045,10.0,10.0,1
0.0,51,0.2926658260374021,10.0,10.0,1
0.0,52,0.29962092151194375,10.0,10.0,1
0.0,53,0.3065047520513803,10.0,10.0,1
0.0,54,0.31332078289411547,10.0,10.0,1
0.0,55,0.3200722825142034,10.0,10.0,1
0.0,56,0.32676232262134397,10.0,10.0,1
0.0,57,0.3333937781608892,10.0,10.0,1
0.0,58,0.33996932731383966,10.0,10.0,1
0.0,59,0.3464914514968461,10.0,10.0,1
0.0,60,0.3529624353622026,10.0,10.0,1
0.0,61,0.35938436679786145,10.0,10.0,1
0.0,62,0.3657591369274208,10.0,10.0,1
0.0,63,0.37208844011012554,10.0,10.0,1
0.0,64,0.3783737739408709,10.0,10.0,1
0.0,65,0.3846164392502015,10.0,10.0,1
0.0,66,0.3908175401043158,10.0,10.0,1
0.0,67,0.39697798380505545,10.0,10.0,1
0.0,68,0.4030984808899124,10.0,10.0,1
0.0,69,0.4091795451320316,10.0,10.0,1
0.0,70,0.415221493540202,10.0,10.0,1
0.0,71,0.4212244463588656,10.0,10.0,1
0.0,72,0.4271883270681146,10.0,10.0,1
0.0,73,0.4331128623836854,10.0,10.0,1
0.0,74,0.43899758225696817,10.0,10.0,1
0.0,75,0.4448418198750025,10.0,10.0,1
0.0,76,0.45064471166047204,10.0,10.0,1
0.0,77,0.456405197271717,10.0,10.0,1
0.0,78,0.4621220196027208,10.0,10.0,1
0.0,79,0.46779372478312153,10.0,10.0,1
0.0,80,0.4734186621782014,10.0,10.0,1
0.0,81,0.47899498438889376,10.0,10.0,1
0.0,82,0.48452064725178323,10.0,10.0,1
0.0,83,0.489993409839102,10.0,10.0,1
0.0,84,0.4954108344587299,10.0,10.0,1
0.0,85,0.5007702866541989,10.0,10.0,1
0.0,86,0.5060689352046929,10.0,10.0,1
0.0,87,0.5113037521250346,10.0,10.0,1
0.0,88,0.5164715126657052,10.0,10.0,1
0.0,89,0.521568795312836,10.0,10.0,1
0.0,90,0.5265919817881995,10.0,10.0,1
0.0,91,0.531537257049227,10.0,10.0,1
0.0,92,0.5364006092889883,10.0,10.0,1
0.0,93,0.5411778299362139,10.0,10.0,1
0.0,94,0.5458645136552752,10.0,10.0,1
0.0,95,0.5504560583461992,10.0,10.0,1
0.0,96,0.5549476651446549,10.0,10.0,1
0.0,97,0.5593343384219663,10.0,10.0,1
0.0,98,0.5636108857851051,10.0,10.0,1
0.0,99,0.5677719180766921,10.0,10.0,1
0.0,100,0.5718118493749978,10.0,10.0,1
10.0,0,10.0,0.02725708999999432,0.019944970749991797,0
10.0,1,10.0,0.0076540238594630106,0.0001510557296070525,0
10.0,2,10.0,10.0,10.0,1
10.0,3,10.0,10.0,10.0,1
10.0,4,10.0,10.0,10.0,1
10.0,5,10.0,10.0,10.0,1
10.0,6,10.0,10.0,10.0,1
10.0,7,10.0,10.0,10.0,1
10.0,8,10.0,10.0,10.0,1
10.0,9,10.0,10.0,10.0,1
10.0,10,10.0,10.0,10.0,1
10.0,11,10.0,10.0,10.0,1
10.0,12,10.0,10.0,10.0,1
10.0,13,10.0,10.0,10.0,1
10.0,14,10.0,10.0,10.0,1
10.0,15,10.0,10.0,10.0,1
10.0,16,10.0,10.0,10.0,1
10.0,17,10.0,10.0,10.0,1
10.0,18,10.0,10.0,10.0,1
10.0,19,0.0014362914692688245,10.0,10.0,1
10.0,20,0.013678948623600307,10.0,10.0,1
10.0,21,0.025635561635614423,10.0,10.0,1
10.0,22,0.03731589220305287,10.0,10.0,1
10.0,23,0.048729505259304084,10.0,10.0,1
10.0,24,0.05988576897339348,10.0,10.0,1
10.0,25,0.07079385474999944,10.0,10.0,1
10.0,26,0.08146273722944086,10.0,10.0,1
10.0,27,0.09190119428768695,10.0,10.0,1
10.0,28,0.1021178070363492,10.0,10.0,1
10.0,29,0.11212095982268677,10.0,10.0,1
10.0,30,0.12191884022959754,10.0,10.0,1
10.0,31,0.1315194390756368,10.0,10.0,1
10.0,32,0.14093055041499325,10.0,10.0,1
10.0,33,0.1501597715375077,10.0,10.0,1
10.0,34,0.1592145029686668,10.0,10.0,1
10.0,35,0.16810194846959947,10.0,10.0,1
10.0,36,0.17682911503708054,10.0,10.0,1
10.0,37,0.18540281290353156,10.0,10.0,1
10.0,38,0.19382965553701903,10.0,10.0,1
10.0,39,0.20211605964125623,10.0,10.0,1
10.0,40,0.2102682451555996,10.0,10.0,1
10.0,41,0.2182922352550506,10.0,10.0,1
10.0,42,0.2261938563502609,10.0,10.0,1
10.0,43,0.2339787380875219,10.0,10.0,1
10.0,44,0.24165231334877346,10.0,10.0,1
10.0,45,0.24921981825159867,10.0,10.0,1
10.0,46,0.2566862921492318,10.0,10.0,1
10.0,47,0.26405657763054224,10.0,10.0,1
10.0,48,0.27133532052005516,10.0,10.0,1
10.0,49,0.2785269698779379,10.0,10.0,1
10.0,50,0.2856357779999993,10.0,10.0,1
10.0,51,0.2926658004176984,10.0,10.0,1
10.0,52,0.2996208958981367,10.0,10.0,1
10.0,53,0.3065047264440631,10.0,10.0,1
10.0,54,0.3133207572938709,10.0,10.0,1
10.0,55,0.3200722569216007,10.0,10.0,1
10.0,56,0.32676229703693294,10.0,10.0,1
10.0,57,0.3333937525852019,10.0,10.0,1
10.0,58,0.3399693017473814,10.0,10.0,1
10.0,59,0.34649142594009297,10.0,10.0,1
10.0,60,0.35296240981560045,10.0,10.0,1
10.0,61,0.35938434126181795,10.0,10.0,1
10.0,62,0.3657591114023019,10.0,10.0,1
10.0,63,0.37208841459625275,10.0,10.0,1
10.0,64,0.37837374843852223,10.0,10.0,1
10.0,65,0.38461641375960165,10.0,10.0,1
10.0,66,0.3908175146256291,10.0,10.0,1
10.0,67,0.3969779583383902,10.0,10.0,1
10.0,68,0.40309845543531575,10.0,10.0,1
10.0,69,0.40917951968947863,10.0,10.0,1
10.0,70,0.41522146810960037,10.0,10.0,1
10.0,71,0.4212244209400492,10.0,10.0,1
10.0,72,0.4271883016608321,10.0,10.0,1
10.0,73,0.4331128369876117,10.0,10.0,1
10.0,74,0.4389975568716832,10.0,10.0,1
10.0,75,0.4448417945000017,10.0,10.0,1
10.0,76,0.45064468629515597,10.0,10.0,1
10.0,77,0.45640517191538577,10.0,10.0,1
10.0,78,0.4621219942545768,10.0,10.0,1
10.0,79,0.4677936994422579,10.0,10.0,1
10.0,80,0.4734186368436021,10.0,10.0,1
10.0,81,0.4789949590594308,10.0,10.0,1
10.0,82,0.48452062192621226,10.0,10.0,1
10.0,83,0.48999338451605523,10.0,10.0,1
10.0,84,0.49541080913671787,10.0,10.0,1
10.0,85,0.5007702613316015,10.0,10.0,1
10.0,86,0.5060689098797552,10.0,10.0,1
10.0,87,0.5113037267958701,10.0,10.0,1
10.0,88,0.5164714873302853,10.0,10.0,1
10.0,89,0.5215687699689872,10.0,10.0,1
10.0,90,0.5265919564336011,10.0,10.0,1
10.0,91,0.5315372316814072,10.0,10.0,1
10.0,92,0.5364005839053206,10.0,10.0,1
10.0,93,0.5411778045339105,10.0,10.0,1
10.0,94,0.5458644882313847,10.0,10.0,1
10.0,95,0.550456032897603,10.0,10.0,1
10.0,96,0.554947639668066,10.0,10.0,1
10.0,97,0.5593343129139235,10.0,10.0,1
10.0,98,0.563610860241965,10.0,10.0,1
10.0,99,0.5677718924946312,10.0,10.0,1
10.0,100,0.5718118237500042,10.0,10.0,1
20.0,0,10.0,0.027257580250000246,0.019945471625004374,0
20.0,1,10.0,0.007654513456874512,0.00015155596609039979,0
20.0,2,10.0,10.0,10.0,1
20.0,3,10.0,10.0,10.0,1
20.0,4,10.0,10.0,10.0,1
20.0,5,10.0,10.0,10.0,1
20.0,6,10.0,10.0,10.0,1
20.0,7,10.0,10.0,10.0,1
20.0,8,10.0,10.0,10.0,1
20.0,9,10.0,10.0,10.0,1
20.0,10,10.0,10.0,10.0,1
20.0,11,10.0,10.0,10.0,1
20.0,12,10.0,10.0,10.0,1
20.0,13,10.0,10.0,10.0,1
20.0,14,10.0,10.0,10.0,1
20.0,15,10.0,10.0,10.0,1
20.0,16,10.0,10.0,10.0,1
20.0,17,10.0,10.0,10.0,1
20.0,18,10.0,10.0,10.0,1
20.0,19,0.0014357968458137416,10.0,10.0,1
20.0,20,0.013678454077802216,10.0,10.0,1
20.0,21,0.025635067151489666,10.0,10.0,1
20.0,22,0.037315397765754654,10.0,10.0,1
20.0,23,0.04872901085508696,10.0,10.0,1
20.0,24,0.05988527458959647,10.0,10.0,1
20.0,25,0.07079336037500339,10.0,10.0,1
20.0,26,0.08146224285264358,10.0,10.0,1
20.0,27,0.09190069989947125,10.0,10.0,1
20.0,28,0.1021173126280509,10.0,10.0,1
20.0,29,0.11212046538656273,10.0,10.0,1
20.0,30,0.12191834575880256,10.0,10.0,1
20.0,31,0.1315189445641819,10.0,10.0,1
20.0,32,0.14093005585772345,10.0,10.0,1
20.0,33,0.15015927693006914,10.0,10.0,1
20.0,34,0.159214008307473,10.0,10.0,1
20.0,35,0.16810145375180208,10.0,10.0,1
20.0,36,0.17682862026054258,10.0,10.0,1
20.0,37,0.18540231806679286,10.0,10.0,1
20.0,38,0.19382916063926425,10.0,10.0,1
20.0,39,0.20211556468228642,10.0,10.0,1
20.0,40,0.2102677501358029,10.0,10.0,1
20.0,41,0.21829174017536845,10.0,10.0,1
20.0,42,0.22619336121215794,10.0,10.0,1
20.0,43,0.23397824289295388,10.0,10.0,1
20.0,44,0.24165181810016512,10.0,10.0,1
20.0,45,0.24921932295180105,10.0,10.0,1
20.0,46,0.2566857968014983,10.0,10.0,1
20.0,47,0.2640560822384975,10.0,10.0,1
20.0,48,0.2713348250876614,10.0,10.0,1
20.0,49,0.2785264744094663,10.0,10.0,1
20.0,50,0.28563528249999826,10.0,10.0,1
20.0,51,0.2926653048909694,10.0,10.0,1
20.0,52,0.2996204003496944,10.0,10.0,1
20.0,53,0.3065042308791043,10.0,10.0,1
20.0,54,0.31332026171775296,10.0,10.0,1
20.0,55,0.3200717613398002,10.0,10.0,1
20.0,56,0.32676180145502676,10.0,10.0,1
