temperature	helm_energy	Cv
0.0	-4.9621991004999995	0.0
10.0	-4.96219912725	0.004182975
20.0	-4.962199642	0.032480375
30.0	-4.96220179275	0.090104925
40.0	-4.9622069474999995	0.175754975
50.0	-4.9622164965	0.28960705
60.0	-4.962231840249999	0.433049275
70.0	-4.962254404499999	0.607645525
80.0	-4.962285652249999	0.81416515
90.0	-4.9623270784999995	1.052140625
100.0	-4.962380195	1.319902075
110.0	-4.962446508	1.61482335
120.0	-4.96252749725	1.9336182
130.0	-4.962624594499999	2.2726301
140.0	-4.96273916725	2.628095125
150.0	-4.9628725045	2.99636255
160.0	-4.96302581025	3.374061125
170.0	-4.96320019575	3.75820615
180.0	-4.963396681	4.1462508
190.0	-4.9636161935	4.53609195
200.0	-4.96385957325	4.926042725
210.0	-4.96412757675	5.3147846
220.0	-4.96442088275	5.701309675
230.0	-4.96474009825	6.0848611
240.0	-4.9650857647499995	6.46487755
250.0	-4.96545836375	6.840944175
260.0	-4.96585832225	7.2127522
270.0	-4.9662860185	7.580066525
280.0	-4.96674178575	7.942701375
290.0	-4.9672259167499995	8.3005025
300.0	-4.96773866725	8.6533351
310.0	-4.96828025975	9.001075925
320.0	-4.96885088575	9.34360875
330.0	-4.969450708	9.68082245
340.0	-4.9700798645	10.0126102
350.0	-4.9707384677499995	10.338870275
360.0	-4.97142660875	10.659507
370.0	-4.97214435825	10.9744322
380.0	-4.9728917665	11.283566525
390.0	-4.97366886725	11.58684075
400.0	-4.9744756765	11.88419675
410.0	-4.975312195	12.1755884
420.0	-4.97617840875	12.46098195
430.0	-4.97707429075	12.740356375
440.0	-4.97799980025	13.013703325
450.0	-4.978954885499999	13.2810269
460.0	-4.9799394835	13.542343325
470.0	-4.98095352025	13.79768035
480.0	-4.98199691325	14.0470766
490.0	-4.98306957025	14.29058095
500.0	-4.984171390999999	14.52825155
510.0	-4.9853022675	14.7601552
520.0	-4.9864620852499995	14.98636635
530.0	-4.98765072225	15.206966425
540.0	-4.98886805125	15.42204285
550.0	-4.99011393925	15.631688375
560.0	-4.991388248	15.8360003
570.0	-4.992690834999999	16.035079725
580.0	-4.9940215535	16.229030925
590.0	-4.9953802527499995	16.417960625
600.0	-4.99676677875	16.601977575
610.0	-4.998180974499999	16.7811919
620.0	-4.99962268	16.95571465
630.0	-5.0010917335	17.1256574
640.0	-5.0025879705	17.291131775
650.0	-5.0041112245	17.45224915
660.0	-5.0056613282499995	17.609120325
670.0	-5.00723811225	17.761855225
680.0	-5.0088414065	17.910562675
690.0	-5.0104710395	18.0553502
700.0	-5.01212684	18.196323775
710.0	-5.013808635	18.333587725
720.0	-5.015516251999999	18.467244625
730.0	-5.01724951775	18.597395075
740.0	-5.01900825975	18.724137675
750.0	-5.0207923045	18.847568975
760.0	-5.02260147925	18.967783375
770.0	-5.0244356117499995	19.0848731
780.0	-5.0262945297499995	19.19892815
790.0	-5.028178061999999	19.3100363
800.0	-5.030086037249999	19.4182831
810.0	-5.0320182854999995	19.52375185
820.0	-5.033974637	19.6265236
830.0	-5.035954923499999	19.72667725
840.0	-5.03795897725	19.8242894
850.0	-5.03998663125	19.9194346
860.0	-5.04203772025	20.012185175
870.0	-5.044112079	20.1026114
880.0	-5.0462095445	20.190781425
890.0	-5.04832995425	20.276761425
900.0	-5.05047314675	20.360615575
910.0	-5.0526389625	20.4424061
920.0	-5.05482724225	20.52219335
930.0	-5.0570378289999995	20.6000358
940.0	-5.0592705664999995	20.6759901
950.0	-5.0615252997499995	20.750111225
960.0	-5.063801875249999	20.822452375
970.0	-5.066100141	20.893065075
980.0	-5.06841994625	20.961999275
990.0	-5.07076114125	21.02930335
1000.0	-5.07312357825	21.095024125
