temp,pressure,energy-1,energy-2,energy-0
20.0,27,-7.747808147442154,-7.967728573459697,-7.979708847341625
20.0,28,-7.704201969020781,-7.934183431737265,-7.946319281648832
20.0,29,-7.660867494760382,-7.900697623820545,-7.912987960146944
20.0,30,-7.6177961255847935,-7.867270723761997,-7.879714471343596
20.0,31,-7.574979463103361,-7.833902309641713,-7.846498407667543
20.0,32,-7.532409309610936,-7.800591963567409,-7.81333936546866
20.0,33,-7.490077668087874,-7.767339271674433,-7.780236945017943
20.0,34,-7.447976742200037,-7.734143824125761,-7.74719075050751
20.0,35,-7.406098936298795,-7.701005215111998,-7.714200390050597
20.0,36,-7.364436855421021,-7.667923042851378,-7.681265475681563
20.0,37,-7.322983305289094,-7.634896909589761,-7.648385623355887
20.0,38,-7.281731292310902,-7.601926421600641,-7.615560452950167
20.0,39,-7.240674023579837,-7.5690111891851375,-7.5827895882621235
20.0,40,-7.199804906874796,-7.5361508266719985,-7.550072657010599
20.0,41,-7.159117550660183,-7.503344952417601,-7.517409290835552
20.0,42,-7.118605764085908,-7.470593188805953,-7.484799125298066
20.0,43,-7.0782635569873875,-7.437895162248689,-7.452241799880342
20.0,44,-7.03808513988554,-7.405250503185074,-7.419736957985705
20.0,45,-6.998064923986798,-7.372658846081999,-7.3872842469385995
20.0,46,-6.95819752118309,-7.340119829433986,-7.354883317984588
20.0,47,-6.918477744051859,-7.307633095763186,-7.322533826290356
20.0,48,-6.878900605856048,-7.275198291619377,-7.290235430943709
20.0,49,-6.839461320544109,-7.24281506757997,-7.257987794953575
20.0,50,-6.8001553027499995,-7.2104830782499985,-7.2257905852499995
20.0,51,-6.760978167793182,-7.17820198226213,-7.193643472684151
20.0,52,-6.721925731678625,-7.145971442276658,-7.1615461320283185
20.0,53,-6.682994011096804,-7.113791124981506,-7.1294982419759085
20.0,54,-6.6441792234237,-7.081660701092226,-7.097499485141453
20.0,55,-6.6054777867208,-7.0495798453519996,-7.0655495480606
20.0,56,-6.5668863197350955,-7.017548236531634,-7.033648121190123
20.0,57,-6.5284016418990864,-6.98556555742957,-7.001794898907912
20.0,58,-6.490020773330777,-6.953631494871875,-6.96998957951298
20.0,59,-6.451740934833676,-6.921745739712243,-6.9382318652254575
20.0,60,-6.413559547896801,-6.889907986831999,-6.906521462186602
20.0,61,-6.375474234694674,-6.858117935140099,-6.874858080458783
20.0,62,-6.337482818087324,-6.826375287573123,-6.843241434025499
20.0,63,-6.299583321620284,-6.794679751095282,-6.811671240791362
20.0,64,-6.2617739695245955,-6.763031036698418,-6.780147222582111
20.0,65,-6.224053186716802,-6.7314288594019995,-6.748669105144602
20.0,66,-6.186419598798957,-6.699872938253122,-6.71723661814681
20.0,67,-6.148872032058618,-6.668362996326515,-6.685849495177836
20.0,68,-6.111409513468849,-6.636898760724531,-6.654507473747897
20.0,69,-6.074031270688218,-6.605479962577155,-6.623210295288333
20.0,70,-6.0367367320608025,-6.574106337042,-6.591957705151602
20.0,71,-5.999525526616183,-6.542777623304307,-6.560749452611287
20.0,72,-5.962397484069447,-6.511493564576947,-6.5295852908620855
20.0,73,-5.925352634821188,-6.480253908100419,-6.4984649770198235
20.0,74,-5.888391209957505,-6.449058405142852,-6.4673882721214415
20.0,75,-5.851513641250003,-6.417906811,-6.436354941125002
20.0,76,-5.814720561155793,-6.386798884995251,-6.405364752909689
20.0,77,-5.778012802817493,-6.355734390479619,-6.374417480275808
20.0,78,-5.741391400063224,-6.324713094831747,-6.343512899944782
20.0,79,-5.704857587406616,-6.293734769457908,-6.3126507925591575
20.0,80,-5.668412800046804,-6.262799189792,-6.281830942682602
20.0,81,-5.6320586738684275,-6.231906135295555,-6.2510531387999
20.0,82,-5.595797045441635,-6.201055389457731,-6.220317173316961
20.0,83,-5.559629952022076,-6.170246739795315,-6.189622842560812
20.0,84,-5.523559631550912,-6.139479977852723,-6.158969946779603
20.0,85,-5.4875885226548045,-6.108754899202,-6.128358290142602
20.0,86,-5.451719264645926,-6.078071303442819,-6.0977876807402
20.0,87,-5.4159546975219515,-6.047428994202483,-6.0672579305839065
20.0,88,-5.3802978619660635,-6.016827779135923,-6.036768855606356
20.0,89,-5.3447519993469506,-5.9862674699257,-6.006320275661295
20.0,90,-5.309320551718805,-5.955747882282,-5.975912014523602
20.0,91,-5.274007161821329,-5.925268835942643,-5.945543899889268
20.0,92,-5.238815673079725,-5.894830154673075,-5.9152157633754054
20.0,93,-5.203750129604709,-5.864431666266371,-5.884927440520249
20.0,94,-5.1688147761924945,-5.834073202543235,-5.854678770783157
20.0,95,-5.134014058324807,-5.803754599352,-5.824469597544603
20.0,96,-5.099352622168875,-5.773475696568626,-5.794299768106182
20.0,97,-5.064835314577435,-5.743236338096707,-5.764169133690615
20.0,98,-5.030467183088729,-5.713036371867458,-5.734077549441737
20.0,99,-4.996253475926502,-5.682875649839731,-5.704024874424507
20.0,100,-4.962199642000009,-5.652754027999999,-5.674010971625003
30.0,0,-9.064802114749993,-8.897542507499994,-8.904854568749998
30.0,1,-9.009876166782869,-8.862219627948594,-8.869722538027744
30.0,2,-8.955529957265792,-8.82696910522507,-8.834661343972067
30.0,3,-8.901749468609406,-8.791790404636155,-8.799670469220437
30.0,4,-8.848520883909934,-8.756682995516202,-8.764749400331446
30.0,5,-8.795830586949192,-8.721646351227193,-8.729897627784798
30.0,6,-8.743665162194587,-8.686679949158727,-8.695114645981322
30.0,7,-8.692011394799108,-8.651783270728032,-8.66039995324296
30.0,8,-8.640856270601338,-8.616955801379959,-8.625753051812778
30.0,9,-8.590186976125448,-8.582197030586979,-8.591173447854956
30.0,10,-8.539990898581193,-8.547506451849191,-8.556660651454798
30.0,11,-8.490255625863922,-8.512883562694316,-8.522214176618723
30.0,12,-8.440968946554568,-8.4783278646777,-8.487833541274268
30.0,13,-8.392118849919655,-8.443838863382307,-8.453518267270093
30.0,14,-8.343693525911297,-8.409416068418732,-8.41926788037597
30.0,15,-8.295681365167193,-8.375058993425192,-8.385081910282798
30.0,16,-8.248070959010631,-8.340767156067523,-8.350959890602589
30.0,17,-8.20085109945049,-8.306540078039191,-8.316901358868474
30.0,18,-8.154010779181236,-8.27237728506128,-8.282905856534704
30.0,19,-8.107539191582923,-8.238278306882503,-8.24897292897665
30.0,20,-8.061425730721194,-8.204242677279192,-8.2151021254908
30.0,21,-8.015659991347277,-8.170269934055305,-8.181292999294758
30.0,22,-7.970231768897998,-8.136359619042427,-8.147545107527256
30.0,23,-7.925131059495762,-8.102511278099758,-8.113858011248132
30.0,24,-7.880348059948565,-8.06872446111413,-8.080231275438353
30.0,25,-7.835873167749993,-8.034998721999992,-8.046664469
30.0,26,-7.791696981079221,-8.001333618699425,-8.013157164756272
30.0,27,-7.74781029880101,-7.967728713182126,-7.979708939451492
30.0,28,-7.704204120465711,-7.934183571445419,-7.946319373751096
30.0,29,-7.660869646309263,-7.900697763514251,-7.91298805224164
30.0,30,-7.617798277253193,-7.867270863441194,-7.8797145634308
30.0,31,-7.57498161490462,-7.83390244930644,-7.846498499747371
30.0,32,-7.532411461556245,-7.80059210321781,-7.813339457541265
30.0,33,-7.490079820186364,-7.767339411310745,-7.780237037083515
30.0,34,-7.447978894458857,-7.734143963748309,-7.747190842566271
30.0,35,-7.406101088723195,-7.701005354721194,-7.7142004821028
30.0,36,-7.364439008014434,-7.667923182447712,-7.681265567727493
30.0,37,-7.322985458053225,-7.634897049173798,-7.648385715395855
30.0,38,-7.281733445245801,-7.6019265611730145,-7.615560544984511
30.0,39,-7.240676176683987,-7.569011328746544,-7.582789680291206
30.0,40,-7.199807060145195,-7.536150966223195,-7.5500727490348005
30.0,41,-7.159119704092426,-7.503345091959399,-7.517409382855279
30.0,42,-7.11860791767427,-7.47059332833921,-7.48479921731374
30.0,43,-7.078265710724903,-7.437895301774308,-7.4522418918924025
30.0,44,-7.038087293764093,-7.405250642703995,-7.4197370499946045
30.0,45,-6.998067077997195,-7.372658985595196,-7.387284338944802
30.0,46,-6.958199675315153,-7.340119968942462,-7.354883409988569
30.0,47,-6.918479898294498,-7.307633235267966,-7.322533918292602
30.0,48,-6.878902760197349,-7.275198431121505,-7.290235522944711
30.0,49,-6.839463474971416,-7.2428152070805005,-7.257987886953828
30.0,50,-6.8001574572499965,-7.210483217749997,-7.225790677250002
30.0,51,-6.760980322351976,-7.178202121762661,-7.193643564684404
30.0,52,-6.721927886281829,-7.145971581778786,-7.161546224029319
30.0,53,-6.682996165729618,-7.113791264486287,-7.129498333978154
30.0,54,-6.644181378070995,-7.081660840600703,-7.097499577145435
30.0,55,-6.605479941367197,-7.049579984865197,-7.065549640066803
30.0,56,-6.566888474365056,-7.017548376050556,-7.033648213199022
30.0,57,-6.528403796496985,-6.98556569695519,-7.001794990919972
30.0,58,-6.490022927880991,-6.9536316344051325,-6.969989671528654
30.0,59,-6.451743089320669,-6.921745879254042,-6.938231957245185
30.0,60,-6.4135617023051985,-6.889908126383197,-6.906521554210803
30.0,61,-6.375476389009352,-6.8581180747015065,-6.874858172487864
30.0,62,-6.337484972293486,-6.826375427145497,-6.843241526059842
30.0,63,-6.29958547570355,-6.794679890679322,-6.811671332831329
30.0,64,-6.26177612347108,-6.7630311762947555,-6.78014731462804
30.0,65,-6.2240553405132,-6.731428999011198,-6.748669197196804
30.0,66,-6.186421752432622,-6.699873077875674,-6.717236710205571
30.0,67,-6.148874185517649,-6.66836313596283,-6.685849587243407
30.0,68,-6.111411666742171,-6.636898900374934,-6.654507565820501
30.0,69,-6.074033423765666,-6.605480102241885,-6.623210387368159
30.0,70,-6.0367388849332,-6.574106476721198,-6.591957797238805
30.0,71,-5.999527679275429,-6.542777762998017,-6.56074954470598
30.0,72,-5.962399636508597,-6.511493704285105,-6.529585382964348
30.0,73,-5.9253547870345376,-6.480254047822852,-6.498465069129689
30.0,74,-5.888393361940668,-6.449058544879271,-6.467388364238902
30.0,75,-5.851515793000001,-6.417906950749999,-6.436355033250004
30.0,76,-5.8147227126711325,-6.386799024758295,-6.4053648450421345
30.0,77,-5.77801495409825,-6.355734530255044,-6.374417572415545
30.0,78,-5.741393551111126,-6.324713234618754,-6.343512992091613
30.0,79,-5.704859738225126,-6.293734909255553,-6.312650884712829
30.0,80,-5.668414950641202,-6.2627993295992,-6.281831034842805
30.0,81,-5.632060824245892,-6.23190627511107,-6.251053230966272
30.0,82,-5.595799195611326,-6.2010555292801675,-6.220317265489078
30.0,83,-5.55963210199522,-6.170246879623118,-6.189622934738193
30.0,84,-5.523561781340881,-6.139480117684171,-6.1589700389617
30.0,85,-5.487590672277202,-6.1087550390352,-6.1283583823288055
30.0,86,-5.4517214141186665,-6.078071443275701,-6.097787772929833
30.0,87,-5.415956846865345,-6.047429134032796,-6.067258022776227
30.0,88,-5.3803000112028965,-6.016827918961228,-6.036768947800548
30.0,89,-5.344754148502571,-5.986267609743365,-6.006320367856474
30.0,90,-5.309322700821202,-5.9557480220892,-5.9759121067188055
30.0,91,-5.274009310901217,-5.925268975736348,-5.945543992083459
30.0,92,-5.2388178221706285,-5.894830294450047,-5.915215855567472
30.0,93,-5.203752278743038,-5.864431806023161,-5.884927532708998
30.0,94,-5.168816925417637,-5.8340733422761755,-5.854678862967312
30.0,95,-5.134016207679203,-5.803754739057201,-5.824469689722805
30.0,96,-5.0993547716981045,-5.773475836241971,-5.794299860276988
30.0,97,-5.064837464330296,-5.743236477733843,-5.764169225852492
30.0,98,-5.030469333117323,-5.713036511463798,-5.734077641593064
30.0,99,-4.9962556262863185,-5.682875789390442,-5.704024966563574
30.0,100,-4.962201792750003,-5.652754167500001,-5.6740110637500045
40.0,0,-9.064807292749997,-8.897542887749998,-8.904854819749994
40.0,1,-9.009881342418778,-8.862220008160309,-8.86972278902774
40.0,2,-8.95553513070642,-8.826969485401818,-8.834661594972063
40.0,3,-8.901754640016653,-8.791790784781123,-8.799670720220433
40.0,4,-8.848526053438926,-8.756683375632434,-8.764749651331442
40.0,5,-8.795835754748397,-8.7216467313176,-8.729897878784794
40.0,6,-8.743670328405944,-8.68668032922609,-8.695114896981318
40.0,7,-8.692016559558155,-8.651783650775,-8.660400204242956
40.0,8,-8.640861434037337,-8.616956181409051,-8.625753302812774
40.0,9,-8.590192138361505,-8.582197410600594,-8.591173698854952
40.0,10,-8.539996059734397,-8.547506831849603,-8.556660902454794
40.0,11,-8.49026078604546,-8.512883942683679,-8.522214427618719
40.0,12,-8.440974105869858,-8.47832824465805,-8.487833792274264
40.0,13,-8.392124008468466,-8.443839243355571,-8.453518518270089
