temperature	helm_energy	Cv
0.0	-6.436354919375	0.0
10.0	-6.4363549205	0.000169275
20.0	-6.436354941125	0.0013683
30.0	-6.43635503325	0.0046705
40.0	-6.43635528425	0.011258975
50.0	-6.43635582025	0.022527125
60.0	-6.436356811125	0.0402767375
70.0	-6.436358478625	0.066942425
80.0	-6.436361108875	0.10559675
90.0	-6.43636506675	0.1596223875
100.0	-6.436370806125	0.232221375
110.0	-6.4363788755	0.3260034
120.0	-6.436389915625	0.4427794
130.0	-6.436404651625	0.5835525875
140.0	-6.4364238815	0.74863195
150.0	-6.4364484625	0.9377891875
160.0	-6.43647929825	1.150405675
170.0	-6.436517325875	1.3855856125
180.0	-6.436563505125	1.6422328375
190.0	-6.436618808125	1.9190989375
200.0	-6.436684211375	2.21481345
210.0	-6.436760687875	2.527905175
220.0	-6.43684920075	2.8568209
230.0	-6.436950697375	3.1999448
240.0	-6.4370661047499995	3.5556195125
250.0	-6.437196324875	3.922168575
260.0	-6.437342231	4.29791925
270.0	-6.437504664625	4.6812246
280.0	-6.437684433125	5.0704836875
290.0	-6.437882307375	5.4641592
300.0	-6.43809902025	5.86079205
310.0	-6.43833526575	6.2590126375
320.0	-6.438591698375	6.657549025
330.0	-6.4388689325	7.0552320125
340.0	-6.4391675428749995	7.4509976125
350.0	-6.439488064625	7.8438871625
360.0	-6.439830994375	8.23304555
370.0	-6.4401967906249995	8.61771795
380.0	-6.440585875	8.99724525
390.0	-6.440998633375	9.3710588875
400.0	-6.4414354175	9.7386748375
410.0	-6.441896545625	10.099687475
420.0	-6.442382304625	10.4537632
430.0	-6.442892951125	10.80063415
440.0	-6.443428713125	11.1400919625
450.0	-6.4439897913749995	11.471981825
460.0	-6.444576360875	11.7961968
470.0	-6.445188572375	12.1126725
480.0	-6.44582655375	12.4213821
490.0	-6.44649041125	12.7223316875
500.0	-6.44718023125	13.0155561
510.0	-6.44789608075	13.301114975
520.0	-6.448638009625	13.5790893125
530.0	-6.4494060507499995	13.8495782375
540.0	-6.450200222	14.112696175
550.0	-6.45102052675	14.3685703125
560.0	-6.45186695525	14.61733825
570.0	-6.452739485125	14.8591460625
580.0	-6.4536380827499995	15.09414645
590.0	-6.454562704	15.322497175
600.0	-6.45551329475	15.5443596875
610.0	-6.456489792125	15.7598979
620.0	-6.45749212475	15.9692771875
630.0	-6.45852021375	16.172663375
640.0	-6.459573973125	16.37022205
650.0	-6.460653310375	16.562117875
660.0	-6.461758127375	16.7485139625
670.0	-6.462888320625	16.92957145
680.0	-6.464043781375	17.105449075
690.0	-6.465224397	17.2763028375
700.0	-6.466430050375	17.442285725
710.0	-6.467660621	17.603547525
720.0	-6.468915985125	17.7602346
730.0	-6.470196016	17.9124898
740.0	-6.4715005845	18.0604523375
750.0	-6.4728295586249995	18.20425775
760.0	-6.474182805125	18.3440378375
770.0	-6.47556018825	18.47992065
780.0	-6.4769615712499995	18.6120305
790.0	-6.4783868157499995	18.740487975
800.0	-6.47983578225	18.8654099875
810.0	-6.4813083305	18.9869098
820.0	-6.48280431925	19.1050970625
830.0	-6.484323606875	19.2200779625
840.0	-6.4858660512499995	19.3319551875
850.0	-6.487431509875	19.4408280625
860.0	-6.48901984	19.546792625
870.0	-6.490630898875	19.6499416875
880.0	-6.492264544	19.7503649625
890.0	-6.49392063275	19.848149075
900.0	-6.495599022875	19.94337775
910.0	-6.49729957225	20.0361318125
920.0	-6.499022139375	20.1264893125
930.0	-6.50076658325	20.2145256375
940.0	-6.502532763125	20.30031355
950.0	-6.504320539125	20.3839232875
960.0	-6.5061297719999995	20.4654226625
970.0	-6.507960323125	20.54487715
980.0	-6.5098120545	20.6223499375
990.0	-6.51168482925	20.697902025
1000.0	-6.5135785109999995	20.771592275
