energy-0,temp,pressure
-7.225800710875,90.0,50
-7.22580645025,100.0,50
-7.225814519625,110.0,50
-7.22582555975,120.0,50
-7.22584029575,130.0,50
-7.225859525500001,140.0,50
-7.225884106625,150.0,50
-7.225914942375001,160.0,50
-7.22595297,170.0,50
-7.225999149250001,180.0,50
-7.22605445225,190.0,50
-7.2261198555,200.0,50
-7.226196332000001,210.0,50
-7.226284844875,220.0,50
-7.2263863415,230.0,50
-7.226501749,240.0,50
-7.226631969,250.0,50
-7.226777875125,260.0,50
-7.226940308875,270.0,50
-7.227120077375,280.0,50
-7.227317951625,290.0,50
-7.227534664625,300.0,50
-7.22777091025,310.0,50
-7.228027342875,320.0,50
-7.228304577,330.0,50
-7.228603187375,340.0,50
-7.22892370925,350.0,50
-7.229266639,360.0,50
-7.22963243525,370.0,50
-7.23002151975,380.0,50
-7.230434278250001,390.0,50
-7.230871062375,400.0,50
-7.231332190625,410.0,50
-7.23181794975,420.0,50
-7.23232859625,430.0,50
-7.232864358375,440.0,50
-7.23342543675,450.0,50
-7.234012006375,460.0,50
-7.234624218,470.0,50
-7.235262199375001,480.0,50
-7.235926057125,490.0,50
-7.236615877125001,500.0,50
-7.237331726875,510.0,50
-7.23807365575,520.0,50
-7.238841697,530.0,50
-7.239635868375,540.0,50
-7.24045617325,550.0,50
-7.241302601875001,560.0,50
-7.242175131875,570.0,50
-7.243073729625,580.0,50
-7.243998351,590.0,50
-7.244948941875,600.0,50
-7.245925439500001,610.0,50
-7.24692777225,620.0,50
-7.247955861375,630.0,50
-7.249009620875,640.0,50
-7.25008895825,650.0,50
-7.2511937755,660.0,50
-7.25232396875,670.0,50
-7.25347942975,680.0,50
-7.2546600455,690.0,50
-7.255865699,700.0,50
-7.257096269875,710.0,50
-7.258351634125,720.0,50
-7.259631665250001,730.0,50
-7.26093623375,740.0,50
-7.262265208125,750.0,50
-7.26361845475,760.0,50
-7.264995838125,770.0,50
-7.26639722125,780.0,50
-7.267822465875001,790.0,50
-7.269271432625,800.0,50
-7.270743981,810.0,50
-7.27223997,820.0,50
-7.273759257875,830.0,50
-7.275301702375001,840.0,50
-7.276867161125001,850.0,50
-7.278455491375,860.0,50
-7.280066550625,870.0,50
-7.281700195875,880.0,50
-7.28335628475,890.0,50
-7.285034675,900.0,50
-7.286735224625001,910.0,50
-7.288457791875,920.0,50
-7.290202236,930.0,50
-7.291968416,940.0,50
-7.29375619225,950.0,50
-7.295565425375,960.0,50
-7.297395976625,970.0,50
-7.29924770825,980.0,50
-7.301120483125,990.0,50
-7.303014165125,1000.0,50
-6.436354919375,0.0,75
-6.4363549205,10.0,75
-6.436354941125,20.0,75
-6.43635503325,30.0,75
-6.43635528425,40.0,75
-6.43635582025,50.0,75
-6.436356811125,60.0,75
-6.436358478625,70.0,75
-6.436361108875,80.0,75
-6.43636506675,90.0,75
-6.436370806125,100.0,75
-6.4363788755,110.0,75
-6.436389915625,120.0,75
-6.436404651625,130.0,75
-6.4364238815,140.0,75
-6.4364484625,150.0,75
-6.43647929825,160.0,75
-6.436517325875,170.0,75
-6.436563505125,180.0,75
-6.436618808125,190.0,75
-6.436684211375,200.0,75
-6.436760687875,210.0,75
-6.43684920075,220.0,75
-6.436950697375,230.0,75
-6.43706610475,240.0,75
-6.437196324875,250.0,75
-6.437342231,260.0,75
-6.437504664625,270.0,75
-6.437684433125,280.0,75
-6.437882307375,290.0,75
-6.43809902025,300.0,75
-6.43833526575,310.0,75
-6.438591698375,320.0,75
-6.4388689325,330.0,75
-6.439167542875,340.0,75
-6.439488064625,350.0,75
-6.439830994375,360.0,75
-6.440196790625,370.0,75
-6.440585875,380.0,75
-6.440998633375,390.0,75
-6.4414354175,400.0,75
-6.441896545625,410.0,75
-6.442382304625,420.0,75
-6.442892951125,430.0,75
-6.443428713125,440.0,75
-6.443989791375,450.0,75
-6.444576360875,460.0,75
-6.445188572375,470.0,75
-6.44582655375,480.0,75
-6.44649041125,490.0,75
-6.44718023125,500.0,75
-6.44789608075,510.0,75
-6.448638009625,520.0,75
-6.44940605075,530.0,75
-6.450200222,540.0,75
-6.45102052675,550.0,75
-6.45186695525,560.0,75
-6.452739485125,570.0,75
-6.45363808275,580.0,75
-6.454562704,590.0,75
-6.45551329475,600.0,75
-6.456489792125,610.0,75
-6.45749212475,620.0,75
-6.45852021375,630.0,75
-6.459573973125,640.0,75
-6.460653310375,650.0,75
-6.461758127375,660.0,75
-6.462888320625,670.0,75
-6.464043781375,680.0,75
-6.465224397,690.0,75
-6.466430050375,700.0,75
-6.467660621,710.0,75
-6.468915985125,720.0,75
-6.470196016,730.0,75
-6.4715005845,740.0,75
-6.472829558625,750.0,75
-6.474182805125,760.0,75
-6.47556018825,770.0,75
-6.47696157125,780.0,75
-6.47838681575,790.0,75
-6.47983578225,800.0,75
-6.4813083305,810.0,75
-6.48280431925,820.0,75
-6.484323606875,830.0,75
-6.48586605125,840.0,75
-6.487431509875,850.0,75
-6.48901984,860.0,75
-6.490630898875,870.0,75
-6.492264544,880.0,75
-6.49392063275,890.0,75
-6.495599022875,900.0,75
-6.49729957225,910.0,75
-6.499022139375,920.0,75
-6.50076658325,930.0,75
-6.502532763125,940.0,75
-6.504320539125,950.0,75
-6.506129772,960.0,75
-6.507960323125,970.0,75
-6.5098120545,980.0,75
-6.51168482925,990.0,75
-6.513578511,1000.0,75
-5.674010949875,0.0,100
-5.6740109510000005,10.0,100
-5.674010971625,20.0,100
-5.67401106375,30.0,100
-5.67401131475,40.0,100
-5.67401185075,50.0,100
-5.674012841625,60.0,100
-5.6740145091250005,70.0,100
-5.6740171395,80.0,100
-5.674021097375,90.0,100
-5.67402683675,100.0,100
-5.67403490625,110.0,100
-5.674045946375,120.0,100
-5.6740606825,130.0,100
-5.674079912375,140.0,100
-5.6741044935,150.0,100
-5.674135329375,160.0,100
-5.674173357125,170.0,100
-5.6742195365,180.0,100
-5.674274839625,190.0,100
-5.674340243125,200.0,100
-5.67441671975,210.0,100
-5.6745052327500005,220.0,100
-5.674606729625,230.0,100
-5.67472213725,240.0,100
-5.6748523575,250.0,100
-5.6749982638750005,260.0,100
-5.675160697875,270.0,100
-5.675340466625,280.0,100
-5.675538341125001,290.0,100
-5.675755054250001,300.0,100
-5.675991300125,310.0,100
-5.676247733,320.0,100
-5.6765249675,330.0,100
-5.676823578125,340.0,100
-5.6771441002500005,350.0,100
-5.67748703025,360.0,100
-5.677852826875,370.0,100
-5.678241911625,380.0,100
-5.678654670375,390.0,100
-5.679091454875,400.0,100
-5.679552583375,410.0,100
-5.6800383427500005,420.0,100
-5.6805489896250005,430.0,100
-5.681084752,440.0,100
-5.681645830625,450.0,100
-5.682232400625,460.0,100
-5.6828446125,470.0,100
-5.68348259425,480.0,100
-5.68414645225,490.0,100
-5.684836272625001,500.0,100
-5.685552122625,510.0,100
-5.6862940518750005,520.0,100
-5.6870620935,530.0,100
-5.687856265125,540.0,100
-5.688676570375001,550.0,100
-5.68952299925,560.0,100
-5.6903955295,570.0,100
-5.691294127625,580.0,100
-5.692218749375,590.0,100
-5.693169340625,600.0,100
-5.6941458385,610.0,100
-5.695148171625,620.0,100
-5.696176261000001,630.0,100
-5.697230020875001,640.0,100
-5.698309358625,650.0,100
-5.699414176125,660.0,100
-5.70054436975,670.0,100
-5.7016998311250005,680.0,100
-5.7028804471250005,690.0,100
-5.704086101000001,700.0,100
-5.705316672125,710.0,100
-5.706572036875,720.0,100
-5.70785206825,730.0,100
-5.709156637125,740.0,100
-5.710485611875,750.0,100
-5.71183885875,760.0,100
-5.713216242500001,770.0,100
-5.714617626,780.0,100
-5.716042871,790.0,100
-5.717491838,800.0,100
-5.718964386750001,810.0,100
-5.720460376,820.0,100
-5.72197966425,830.0,100
-5.723522109125001,840.0,100
-5.72508756825,850.0,100
-5.726675898875,860.0,100
-5.7282869583750005,870.0,100
-5.729920604,880.0,100
-5.73157669325,890.0,100
-5.733255083875,900.0,100
-5.73495563375,910.0,100
-5.7366782015,920.0,100
-5.73842264575,930.0,100
-5.74018882625,940.0,100
-5.741976602875,950.0,100
-5.74378583625,960.0,100
-5.745616387875001,970.0,100
-5.747468119875,980.0,100
-5.749340895125,990.0,100
-5.751234577375,1000.0,100
