energy-Structure-2,temp,pressure
-8.89754233525,0.0,0
-8.89754233675,10.0,0
-8.897542368,20.0,0
-8.897542507499999,30.0,0
-8.89754288775,40.0,0
-8.897543697,50.0,0
-8.8975451855,60.0,0
-8.89754767325,70.0,0
-8.8975515615,80.0,0
-8.89755734475,90.0,0
-8.89756561725,100.0,0
-8.8975770745,110.0,0
-8.8975925055,120.0,0
-8.89761278075,130.0,0
-8.897638837999999,140.0,0
-8.897671666499999,150.0,0
-8.8977122925,160.0,0
-8.89776176775,170.0,0
-8.8978211565,180.0,0
-8.89789152675,190.0,0
-8.89797394175,200.0,0
-8.89806945225,210.0,0
-8.898179091,220.0,0
-8.898303864999999,230.0,0
-8.89844475275,240.0,0
-8.898602699,250.0,0
-8.89877861025,260.0,0
-8.89897335425,270.0,0
-8.899187755,280.0,0
-8.899422593,290.0,0
-8.899678603749999,300.0,0
-8.899956476249999,310.0,0
-8.900256854,320.0,0
-8.90058033525,330.0,0
-8.90092747275,340.0,0
-8.90129877525,350.0,0
-8.901694709,360.0,0
-8.90211569875,370.0,0
-8.902562129,380.0,0
-8.9030343465,390.0,0
-8.903532661,400.0,0
-8.904057348,410.0,0
-8.9046086495,420.0,0
-8.905186776999999,430.0,0
-8.905791912,440.0,0
-8.906424208499999,450.0,0
-8.907083795,460.0,0
-8.9077707755,470.0,0
-8.908485231,480.0,0
-8.909227222,490.0,0
-8.90999678875,500.0,0
-8.91079395375,510.0,0
-8.911618722,520.0,0
-8.912471083,530.0,0
-8.91335101225,540.0,0
-8.91425847075,550.0,0
-8.9151934085,560.0,0
-8.91615576325,570.0,0
-8.91714546225,580.0,0
-8.91816242375,590.0,0
-8.919206556999999,600.0,0
-8.92027776325,610.0,0
-8.9213759365,620.0,0
-8.922500964,630.0,0
-8.9236527275,640.0,0
-8.9248311025,650.0,0
-8.92603596025,660.0,0
-8.9272671675,670.0,0
-8.92852458725,680.0,0
-8.929808078,690.0,0
-8.9311174965,700.0,0
-8.932452696,710.0,0
-8.9338135275,720.0,0
-8.9351998395,730.0,0
-8.936611479749999,740.0,0
-8.93804829325,750.0,0
-8.9395101245,760.0,0
-8.94099681675,770.0,0
-8.9425082125,780.0,0
-8.9440441535,790.0,0
-8.94560448075,800.0,0
-8.94718903575,810.0,0
-8.94879765875,820.0,0
-8.95043019125,830.0,0
-8.95208647375,840.0,0
-8.95376634775,850.0,0
-8.955469655,860.0,0
-8.957196237,870.0,0
-8.958945937,880.0,0
-8.96071859775,890.0,0
-8.96251406325,900.0,0
-8.96433217825,910.0,0
-8.9661727885,920.0,0
-8.96803574,930.0,0
-8.96992088025,940.0,0
-8.971828057749999,950.0,0
-8.97375712175,960.0,0
-8.975707922749999,970.0,0
-8.977680312,980.0,0
-8.9796741425,990.0,0
-8.98168926775,1000.0,0
-8.0349985495,0.0,25
-8.034998551,10.0,25
-8.03499858225,20.0,25
-8.034998722,30.0,25
-8.034999101999999,40.0,25
-8.034999911249999,50.0,25
-8.035001399999999,60.0,25
-8.03500388775,70.0,25
-8.035007775999999,80.0,25
-8.035013559,90.0,25
-8.0350218315,100.0,25
-8.03503328875,110.0,25
-8.03504871975,120.0,25
-8.035068995,130.0,25
-8.035095051999999,140.0,25
-8.03512788025,150.0,25
-8.0351685065,160.0,25
-8.035217981499999,170.0,25
-8.03527737,180.0,25
-8.035347739999999,190.0,25
-8.035430155,200.0,25
-8.0355256655,210.0,25
-8.035635303749999,220.0,25
-8.03576007775,230.0,25
-8.035900965249999,240.0,25
-8.036058911249999,250.0,25
-8.03623482225,260.0,25
-8.036429565999999,270.0,25
-8.0366439665,280.0,25
-8.03687880425,290.0,25
-8.0371348145,300.0,25
-8.037412686749999,310.0,25
-8.03771306425,320.0,25
-8.038036544999999,330.0,25
-8.03838368225,340.0,25
-8.03875498425,350.0,25
-8.03915091775,360.0,25
-8.039571907,370.0,25
-8.040018337,380.0,25
-8.040490554,390.0,25
-8.040988868249999,400.0,25
-8.041513554749999,410.0,25
-8.042064856,420.0,25
-8.04264298275,430.0,25
-8.04324811725,440.0,25
-8.0438804135,450.0,25
-8.0445399995,460.0,25
-8.045226979499999,470.0,25
-8.045941434749999,480.0,25
-8.046683425249999,490.0,25
-8.0474529915,500.0,25
-8.048250156,510.0,25
-8.04907492375,520.0,25
-8.04992728425,530.0,25
-8.050807212999999,540.0,25
-8.051714671,550.0,25
-8.052649608249999,560.0,25
-8.053611962249999,570.0,25
-8.054601660749999,580.0,25
-8.05561862175,590.0,25
-8.0566627545,600.0,25
-8.05773396025,610.0,25
-8.058832133,620.0,25
-8.05995716,630.0,25
-8.06110892275,640.0,25
-8.0622872975,650.0,25
-8.06349215475,660.0,25
-8.064723361499999,670.0,25
-8.065980780499999,680.0,25
-8.06726427075,690.0,25
-8.06857368875,700.0,25
-8.069908887499999,710.0,25
-8.0712697185,720.0,25
-8.07265603,730.0,25
-8.0740676695,740.0,25
-8.0755044825,750.0,25
-8.076966313249999,760.0,25
-8.078453005,770.0,25
-8.0799644,780.0,25
-8.0815003405,790.0,25
-8.083060667249999,800.0,25
-8.084645221499999,810.0,25
-8.086253844,820.0,25
-8.08788637575,830.0,25
-8.08954265775,840.0,25
-8.091222531249999,850.0,25
-8.09292583775,860.0,25
-8.09465241925,870.0,25
-8.096402118499999,880.0,25
-8.09817477875,890.0,25
-8.0999702435,900.0,25
-8.101788357999999,910.0,25
-8.103628967499999,920.0,25
-8.1054919185,930.0,25
-8.10737705825,940.0,25
-8.109284234999999,950.0,25
-8.1112132985,960.0,25
-8.11316409875,970.0,25
-8.1151364875,980.0,25
-8.11713031725,990.0,25
-8.119145441999999,1000.0,25
-7.21048304525,0.0,50
-7.210483047,10.0,50
-7.21048307825,20.0,50
-7.21048321775,30.0,50
-7.210483598,40.0,50
-7.21048440725,50.0,50
-7.21048589575,60.0,50
-7.210488383499999,70.0,50
-7.21049227175,80.0,50
-7.210498054999999,90.0,50
-7.2105063275,100.0,50
-7.210517784749999,110.0,50
-7.21053321575,120.0,50
-7.210553491,130.0,50
-7.21057954825,140.0,50
-7.210612376749999,150.0,50
-7.21065300275,160.0,50
-7.210702478,170.0,50
-7.210761866749999,180.0,50
-7.210832237,190.0,50
-7.210914652,200.0,50
-7.21101016275,210.0,50
-7.21111980125,220.0,50
-7.2112445755,230.0,50
-7.21138546325,240.0,50
-7.2115434095,250.0,50
-7.211719320749999,260.0,50
-7.21191406475,270.0,50
